GEO_CODE,GEO_LABEL,socialrented,Noqualifications ,Car_or_van,Deprivation_classification_of_household,%obese,,
E05001336,Spring Vale,2782,3436,1477,1667,22.92455466,,
E05004304,Springbank,1712,1376,614,953,22.55169535,,
E05000246,Springfield,5056,2625,2694,1565,20.3030303,,
E05001208,Springfield,3140,7175,3171,3208,14.40446713,,
E05004115,Springfield North,448,1037,420,1136,19.63938612,,
E05008748,Springfields and Trent Vale,1931,1617,883,896,11.8341673,,
E05005740,Springvale and Scarning,406,948,180,690,20.95100379,,
E05005833,Springwood,79,279,80,248,20.24008497,,
E05007128,Sprites,1792,2134,874,1021,26.90048569,,
E05001012,Sprotbrough,301,1894,576,1618,24.90448333,,
E05005777,Sprowston Central,770,1143,354,764,12.61261261,,
E05005778,Sprowston East,90,1817,470,1172,20.75471698,,
E05001657,Squires Gate,106,1581,730,889,12.60504202,,
E05000322,Squirrel's Heath,919,2167,1085,1808,19.16362599,,
E05008280,St Agnes,395,650,273,658,20.10698284,,
E05003174,St Aidans,570,1173,1106,897,24.3902439,,
E05001295,St Alphege,165,1179,486,1584,15.54404145,,
E05000320,St Andrew's,1199,2916,1452,1922,19.08127208,,
E05001682,St Andrew's,2137,2625,2280,1324,24.23369455,,
E05004137,St Andrew's,3845,2168,1804,1657,11.46496815,,
E05005219,St Andrew's,643,980,668,603,11.25,,
E05002754,St Andrews,66,618,146,435,11.97450762,,
E05004111,St Andrews,2295,1677,916,1214,17.6128917,,
E05005797,St Andrews,810,1179,696,798,11.99863855,,
E05000277,St Ann's,3451,2445,3246,1876,19.64285714,,
E05001838,St Ann's,7319,4103,5467,3154,17.35159817,,
E05005072,St Ann's,731,973,496,749,14.22732088,,
E05001165,St Anne's,3875,3035,1718,1414,21.18959108,,
E05004138,St Anne's,1635,1858,921,1257,25.58114264,,
E05005686,St Anne's,573,918,660,755,18.97945588,,
E05003926,St Anthony's,1375,2517,1204,1570,21.33741813,,
E05008281,St Austell Bay,269,835,252,709,23.82655283,,
E05008282,St Austell Bethel,544,979,286,742,30.85196282,,
E05008283,St Austell Gover,603,853,560,642,9.769508788,,
E05008284,St Austell Poltair,729,1102,412,602,15.625,,
E05004664,St Barnabas,1160,793,458,798,25.45736694,,
E05004665,St Bartholomew,1270,805,1055,960,29.69224326,,
E05000877,St Bartholomews,845,1881,1018,937,22.4,,
E05004253,St Bartholomews,51,1729,509,891,12.12121212,,
E05003202,St Bees,65,174,54,203,22.99883899,,
E05005865,St Benet,248,421,113,342,24.96154896,,
E05008285,St Blaise,1038,1146,433,628,20.49319513,,
E05002093,St Budeaux,4741,3141,1725,1860,20.82177584,,
E05008286,St Buryan,626,777,259,737,34.06640532,,
E05003668,St Catherine's and Hurn,109,711,176,561,20.14833323,,
E05001166,St Chad's,2519,2509,1620,1412,20.6697243,,
E05000398,St Charles,5603,1624,2470,1407,19.21824104,,
E05008287,St Cleer,307,805,183,682,26.90208429,,
E05007888,St Clement,216,885,364,696,14.91712707,,
E05005584,St Clement's,1145,2042,764,887,10.82802548,,
E05006564,St Clement's,776,391,909,681,21.48596314,,
E05008288,St Columb,604,1002,267,676,24.54772872,,
E05006783,St Cuthbert Out North,142,320,84,335,12.94642857,,
E05003502,St David's,1432,800,1714,1248,19.28251121,,
E05008846,St David's,1800,1204,849,700,18.95910781,,
E05008289,St Day and Lanner,439,891,240,637,15.78762307,,
E05008290,St Dennis,796,1091,293,579,18.67710122,,
E05000584,St Dunstan's and Stepney Green,9152,3333,3521,1963,16.49231351,,
E05008291,St Endellion,458,713,192,518,21.9109041,,
E05008292,St Enoder,275,900,148,658,17.1573804,,
E05004576,St Faith's,921,1307,774,1234,15.77184529,,
E05000878,St Gabriels,1264,1747,941,849,30.26570187,,
E05001998,St George East,943,2374,1030,1779,16.08185039,,
E05001999,St George West,1784,2447,1669,1725,18.04733728,,
E05000378,St George's,4351,1716,3318,1719,12.56109158,,
E05004091,St George's,151,1264,246,806,22.40963855,,
E05005286,St George's,1462,1251,1288,740,20.93023256,,
E05005687,St George's,682,845,418,546,13.18681319,,
E05007264,St George's Hill,232,435,188,669,13.49218691,,
E05001909,St Georges,1138,1341,616,833,19.59421795,,
E05001519,St Germain's,613,1319,690,987,15.34883721,,
E05008293,St Germans,295,569,122,614,27.76843612,,
E05003338,St Helen's,1321,1108,862,682,20.3030303,,
E05000993,St Helens,4357,3538,1624,1275,20.85404918,,
E05003940,St Helens,292,1108,481,791,22.01834862,,
E05000470,St Helier,3055,1936,1307,1383,22.05323194,,
E05000562,St Helier,4430,2473,1519,1601,18.85287738,,
E05001478,St Hilda,2083,1771,1163,808,17.30769231,,
E05008294,St Issey,353,646,138,598,19.48662599,,
E05008295,St Ive,326,764,154,629,16.56254724,,
E05002777,St Ives East,556,846,370,898,10.25919736,,
E05008296,St Ives North,758,828,626,665,17.87322918,,
E05008297,St Ives South,556,770,404,600,24.60764607,,
E05008580,St Ives South,787,1171,622,983,19.18819188,,
E05002779,St Ives West,167,488,169,404,10.11673152,,
E05000411,St James,630,1152,600,1103,10.11673152,,
E05003503,St James,397,555,942,794,14.39688716,,
E05004092,St James,188,1325,523,1026,22.06285886,,
E05004254,St James,278,1390,460,671,19.59985109,,
E05006440,St James,324,937,348,604,15.11431909,,
E05008847,St James,1028,1023,915,852,19.86541466,,
E05000734,St James',2962,2566,1514,1607,18.8137103,,
E05005144,St James',969,702,772,855,17.31284631,,
E05005585,St James',174,478,327,401,21.94212135,,
E05000644,St James's,2806,1053,3644,1962,23.52941176,,
E05001254,St James's,3570,3507,1895,1934,21.65172284,,
E05007889,St John,2054,1735,1096,1175,19.61414791,,
E05004666,St John and All Saints,2436,1074,796,844,22.87234043,,
E05003134,St John's,282,1119,546,770,25.75277824,,
E05003409,St John's,59,241,70,231,20.16893733,,
E05004139,St John's,188,931,251,669,19.53619338,,
E05005145,St John's,693,719,485,774,17.11629857,,
E05006958,St John's,549,697,278,745,13.20426713,,
E05007126,St John's,708,1463,928,1266,10.041841,,
E05007555,St John's,659,1090,504,983,16.35883905,,
E05007455,St John's and Hook Heath,252,390,191,546,17.1576315,,
E05002309,St Johns,675,807,476,779,16.92307692,,
E05004255,St Johns,418,1713,446,814,18.96551724,,
E05005201,St Johns,338,597,362,598,16.21621622,,
E05007835,St Johns,656,1081,719,768,24.17582418,,
E05002453,St Jude,806,1502,2369,2094,22.7020993,,
E05008298,St Just in Penwith,514,878,443,811,14.0562249,,
E05000585,St Katharine's and Wapping,3150,1322,3194,1996,24.82668531,,
E05008299,St Keverne and Meneage,453,810,179,715,18.42105263,,
E05002220,St Laurence,1118,2513,885,1498,14.58838714,,
E05005826,St Lawrence,222,625,110,317,16.18808889,,
E05000428,St Leonard's,1837,1522,3186,2158,18.26484018,,
E05003339,St Leonard's,678,1339,786,1109,21.41522275,,
E05003504,St Leonard's,301,467,560,729,22.04365956,,
E05005202,St Leonards,238,802,417,658,20.43010753,,
E05003685,St Leonards and St Ives East,114,941,141,705,19.04761905,,
E05003686,St Leonards and St Ives West,6,430,58,411,19.43138055,,
E05003505,St Loyes,436,774,339,771,15.71124113,,
E05004667,St Luke,2481,970,644,773,12.93532338,,
E05002162,St Margaret,523,1939,706,1446,25.56549281,,
E05005586,St Margaret's,453,617,196,342,14.19354839,,
E05006565,St Margaret's,254,167,495,532,13.21125443,,
E05007127,St Margaret's,353,1075,775,996,10.11235955,,
E05007244,St Margaret's,2100,2345,817,1132,21.25,,
E05004957,St Margaret's-at-Cliffe,370,733,220,726,29.15379098,,
E05000527,St Margarets and North Twickenham,439,572,965,1108,16.51701036,,
E05005827,St Margarets with St Nicholas,1371,1242,1217,910,28.97267135,,
E05000412,St Mark's,572,629,1470,1312,13.76155158,,
E05004301,St Mark's,1679,1215,768,805,14.65653189,,
E05003980,St Marks,45,974,300,876,8.70358524,,
E05004032,St Martin's,2686,2161,1246,1270,7.924306834,,
E05008183,St Martin's,599,950,195,558,23.67021277,,
E05001873,St Martins and Hinton,3425,2824,1373,1756,13.98880196,,
E05000081,St Mary's,354,1620,620,1388,16.96236649,,
E05000379,St Mary's,4830,1545,3599,1837,27.95965276,,
E05000683,St Mary's,1273,1895,1155,1415,27.5871056,,
E05000735,St Mary's,3630,3962,1902,1495,17.60376043,,
E05000834,St Mary's,3070,1987,1216,1566,10.4911753,,
E05001129,St Mary's,78,966,407,1166,13.67010376,,
E05001705,St Mary's,1288,2303,1276,2193,22.01707557,,
E05004093,St Mary's,199,1393,427,876,28.42497117,,
E05004648,St Mary's,2121,1718,1019,1216,20.522243,,
E05005310,St Mary's,230,439,233,354,21.10873592,,
E05005587,St Mary's,91,357,154,316,20.67039106,,
E05005688,St Mary's,785,743,697,820,13.32898796,,
E05007114,St Mary's,1336,1385,654,961,18.27069563,,
E05007571,St Mary's,872,891,520,632,10.56338028,,
E05002652,St Mary's and Waterside,1139,854,455,709,16.95395541,,
E05000622,St Mary's Park,3781,1625,3668,2611,17.54385965,,
E05002108,St Mary's-with-Summercombe,646,1690,705,1154,16.75126904,,
E05002107,St Marychurch,602,2515,1486,1755,13.54166667,,
E05002755,St Marys,138,609,246,420,12.96296296,,
E05004256,St Marys,531,1484,695,816,9.489051095,,
E05006441,St Marys,832,1492,699,904,14.99206434,,
E05001316,St Matthew's,3961,3175,2748,2149,17.77108434,,
E05005287,St Matthew's,1847,2165,1665,1097,22.58064516,,
E05008300,St Mewan,146,733,155,560,20.45454545,,
E05004668,St Michael,820,450,632,772,32.22748815,,
E05000082,St Michael's,560,1892,635,1381,18.53129986,,
E05000908,St Michael's,1875,2122,2607,1892,19.83471074,,
E05001167,St Michael's,1298,1922,1624,1679,11.35531136,,
E05001228,St Michael's,4927,3589,4872,3133,10.76923077,,
E05003135,St Michael's,1151,1414,941,787,11.6838488,,
E05005588,St Michael's,375,540,206,390,17.19349786,,
E05006845,St Michael's,423,423,97,324,23.22790755,,
E05005999,St Michael's and Wicksteed,1436,1643,956,1121,20.63956758,,
E05000879,St Michaels,1821,2099,1193,930,21.20068183,,
E05003981,St Michaels,484,1262,405,781,23.7271835,,
E05004887,St Michaels,176,440,112,314,16.35883905,,
E05005073,St Michaels,585,1017,511,782,11.56304245,,
E05007385,St Michaels,876,831,433,736,15.2234678,,
E05008581,St Neots Eaton Ford,220,933,290,900,20.41196161,,
E05002781,St Neots Eaton Socon,1223,1207,438,815,9.558366109,,
E05008533,St Neots Eynesbury,1775,1854,765,1437,14.20546152,,
E05008582,St Neots Priory Park,1617,1359,766,1107,13.51351351,,
E05001874,St Nicholas,642,1333,661,969,11.88811189,,
E05004814,St Nicholas,1768,988,515,877,14.92422761,,
E05007486,St Nicolas,97,992,233,879,16.53496683,,
E05007572,St Nicolas,158,559,336,556,14.98856,,
E05007188,St Olaves,1783,1170,499,668,13.9333491,,
E05000951,St Oswald,3571,3556,2198,1528,15.05542016,,
E05008184,St Oswald,470,719,151,554,17.96407186,,
E05005220,St Oswald's,84,1238,350,853,13.84615385,,
E05004257,St Osyth and Point Clear,339,1371,342,661,29.01234568,,
E05000143,St Pancras and Somers Town,8532,2512,4028,1975,16.90962099,,
E05004669,St Paul,440,398,326,525,13.63636364,,
E05004302,St Paul's,1060,866,958,876,19.7157492,,
E05008691,St Paul's,2399,2072,995,1261,23.17900412,,
E05001276,St Pauls,2456,3903,1794,1585,20.79858563,,
E05004258,St Pauls,153,1459,545,814,22.15907007,,
E05007386,St Pauls,35,399,62,574,23.29545455,,
E05002094,St Peter and the Waterfront,5243,3174,4575,3007,19.66940331,,
E05000380,St Peter's,4872,1744,3418,1715,10,,
E05000816,St Peter's,3985,3197,2757,1724,14.93208934,,
E05001168,St Peter's,1119,2187,1634,1595,13.7006512,,
E05001335,St Peter's,3911,2607,2476,1709,16.75977654,,
E05004094,St Peter's,65,1415,306,950,20.97214923,,
E05004303,St Peter's,1091,1057,849,982,11.58940397,,
E05006000,St Peter's,140,555,197,599,14.47368421,,
E05007890,St Peter's Parish,150,618,197,717,21.00456621,,
E05004799,St Peters,917,540,952,990,19.38181291,,
E05005097,St Peters,448,1440,689,1034,21.2543554,,
E05002163,St Philip,1561,2022,734,1287,12.21864952,,
E05004958,St Radigunds,1662,1260,978,749,14.68977159,,
E05004800,St Stephen,114,896,195,896,16.06171826,,
E05007891,St Stephen,595,969,437,705,12.21864952,,
E05008301,St Stephen,537,1083,261,668,12.21864952,,
E05003982,St Stephens,533,1005,399,780,12.21864952,,
E05004918,St Stephens,1991,1027,1348,1230,12.21864952,,
E05008302,St Teath,398,810,201,631,17.69935991,,
E05002454,St Thomas,4536,2275,3227,2612,10,,
E05003506,St Thomas,537,1025,794,917,14.73951688,,
E05001255,St Thomas's,4164,3827,2010,1815,15.47622472,,
E05005689,St Wulfram's,317,815,501,598,12.5,,
E05004624,St. John's,802,864,279,845,20.61224085,,
E05002221,St. Luke's,1037,2434,1262,1592,16.66666667,,
E05004625,St. Mark's,1057,943,555,954,16.05504587,,
E05003730,St. Martin,384,536,116,421,23.61558835,,
E05007032,St. Michael's,621,629,254,544,17.39130435,,
E05002434,St. Peter's and North Laine,1837,1296,5004,2997,17.36844771,,
E05005327,Stacksteads,662,947,488,545,17.39130435,,
E05005403,Staina,87,1093,305,900,17.45963129,,
E05003139,Stainburn,5,272,52,226,17.44186047,,
E05007370,Staines,814,945,767,1186,16.30434783,,
E05007371,Staines South,1424,1383,564,989,22.98972714,,
E05001013,Stainforth and Moorends,3457,4181,1644,1771,15.16505464,,
E05005204,Staining and Weeton,304,419,154,405,11.03896104,,
E05001548,Stainsby Hill,1710,1781,934,878,18.95113062,,
E05001502,Stainton and Thornton,546,628,234,383,24.45054663,,
E05000994,Stairfoot,3344,3464,1630,1530,22.0735786,,
E05002757,Staithe,551,715,261,341,15.6424581,,
E05008080,Stakeford,483,1092,383,733,23.39619855,,
E05004577,Stakes,2880,1986,834,1356,23.24063341,,
E05005868,Stalham and Sutton,609,1107,364,739,10.42471042,,
E05000817,Stalybridge North,3361,2806,1656,1681,10.71891182,,
E05000818,Stalybridge South,1647,1822,868,1348,20.04881782,,
E05007281,Stamford,421,657,242,651,14.65082113,,
E05005691,Stamford St John's,172,696,191,713,27.58309092,,
E05004846,Stanborough,1226,1022,426,933,27.05335504,,
E05000859,Standish with Langtree,992,1969,749,1496,15.10204082,,
E05006645,"Standlake, Aston and Stanton Harcourt",312,622,129,481,19.58041958,,
E05006510,Stanford,71,309,58,286,15.90909091,,
E05006622,Stanford,277,313,77,308,11.4920187,,
E05002242,Stanford East and Corringham Town,1724,2359,782,1236,23.62184525,,
E05002243,Stanford-le-Hope West,718,1355,495,881,18.33693507,,
E05002187,Stanground Central,1377,2175,941,1335,15.99962833,,
E05002188,Stanground East,714,677,293,416,13.33333333,,
E05004891,Stanhope,1551,675,329,382,21.96969697,,
E05005554,Staniland North,230,560,261,336,18.93543854,,
E05005553,Staniland South,935,1254,554,637,14.93775934,,
E05005938,Stanion and Corby Village,437,657,294,400,12.95070674,,
E05000399,Stanley,1081,512,1866,1233,21.80844515,,
E05001658,Stanley,318,1668,628,1024,14.89460534,,
E05003386,Stanley,340,509,168,257,18.06583597,,
E05008008,Stanley,2753,2716,1570,1255,25.58139535,,
E05001458,Stanley and Outwood East,1489,2909,1183,1976,20.26034498,,
E05000303,Stanmore Park,1672,1827,822,1446,15.86075997,,
E05001062,Stannington,2539,3610,1675,2527,17.19032778,,
E05004738,Stanstead Abbots,342,519,162,421,10.29200342,,
E05004276,Stansted North,101,443,101,406,20.81166177,,
E05008711,Stansted South,564,440,190,389,15.6977275,,
E05003363,Stanton,162,316,80,253,18.87755102,,
E05007190,Stanton,265,655,152,373,14.59457526,,
E05005424,Stanton and Flamville,700,1344,327,995,18.71545165,,
E05002414,Stantonbury,1704,1527,776,1271,12.3285595,,
E05004141,Stanway,775,1506,573,1141,20.66559499,,
E05007372,Stanwell North,1942,1645,669,1231,14.65201465,,
E05005983,Stanwick,241,336,63,271,14.15525114,,
E05003175,Stanwix Rural,90,669,137,592,22.29347176,,
E05003176,Stanwix Urban,260,818,475,845,28.31325301,,
E05003687,Stapehill,86,515,88,364,13.71546194,,
E05006931,Stapenhill,2378,2183,1251,1220,14.1509434,,
E05002069,Staple Hill,1271,1546,925,1055,10.20408163,,
E05004187,Staple Tye,2786,1560,779,1077,15.92039801,,
E05006418,Stapleford North,1022,1087,508,661,15.92039801,,
E05006419,Stapleford South East,679,1060,513,684,21.00852863,,
E05006420,Stapleford South West,508,1068,559,794,19.02017291,,
E05006869,Staplegrove,383,530,196,518,18.57646961,,
E05005006,Staplehurst,256,903,237,744,22.35336209,,
E05006268,Starbeck,697,1157,580,838,23.39598294,,
E05003267,Staveley-in-Cartmel,80,334,55,308,26.08695652,,
E05003268,Staveley-in-Westmorland,167,340,113,302,13.69863014,,
E05006048,Steane,209,254,44,262,13.82876122,,
E05004278,Stebbing,129,220,34,191,24.85875706,,
E05001209,Stechford and Yardley North,5879,6955,3397,3270,17.16127495,,
E05007626,Stedham,253,310,64,300,23.23943662,,
E05002620,Steeple Claydon,277,367,82,295,25.41436464,,
E05008820,Stenson,98,562,160,543,24.04703054,,
E05006337,Stepney,289,940,714,707,24.04575308,,
E05000799,Stepping Hill,400,1743,918,1665,21.89037317,,
E05002621,Stewkley,252,395,73,334,19.59850887,,
E05007666,Steyning,541,893,356,922,17.74960428,,
E05005594,Stickney,220,610,65,339,26.32612967,,
E05002244,Stifford Clays,1253,1572,554,836,21.79815092,,
E05006228,Stillington,134,281,43,243,19.87179487,,
E05002786,Stilton,285,373,83,384,19.65902683,,
E05008307,Stithians,359,878,198,735,16.4893617,,
E05000881,Stockbridge,3319,2377,1701,812,9.523809524,,
E05001210,Stockland Green,3634,5517,3883,3327,27.62540992,,
E05001063,Stocksbridge and Upper Don,2101,3639,1645,2461,15.33263596,,
E05008081,Stocksfield and Broomhaugh,186,584,212,617,14.81481481,,
E05007531,Stockton and Napton,254,337,88,277,17.40890688,,
E05001617,Stockton Heath,348,690,326,690,16.28920525,,
E05001549,Stockton Town Centre,2764,2130,1933,916,11.76470588,,
E05000429,Stockwell,6710,1951,4262,2365,18.24104235,,
E05002002,Stockwood,1806,2519,932,1577,22.85631968,,
E05002096,Stoke,1339,2147,1915,2057,23.48755916,,
E05007303,Stoke,2070,1417,501,767,14.25317316,,
E05002003,Stoke Bishop,241,556,265,905,9.053497942,,
E05002070,Stoke Gifford,1069,1357,549,1496,22.74634773,,
E05007838,Stoke Heath,99,240,32,243,19.47194719,,
E05005907,Stoke Holy Cross,248,442,129,388,10.79545455,,
E05000247,Stoke Newington Central,3657,1485,3312,1798,23.61786804,,
E05007129,Stoke Park,2663,1645,978,1120,16.67568858,,
E05002671,Stoke Poges,466,785,171,616,16.16541353,,
E05007839,Stoke Prior,221,439,104,310,20.97378277,,
E05008308,Stokeclimsland,157,593,104,518,13.18394058,,
E05002696,Stokenchurch and Radnage,575,884,194,787,12.24489796,,
E05003582,Stokenham,125,367,93,348,17.0436529,,
E05006229,Stokesley,829,913,398,792,20.75321144,,
E05004937,Stone,1438,1227,717,997,7.262569832,,
E05003412,Stone Bench,1532,1132,557,635,16.64143727,,
E05000100,Stonebridge,10569,3144,2984,2131,12.14820206,,
E05000563,Stonecot,319,1744,582,1361,13.1147541,,
E05007034,Stonefield and Christchurch,761,936,555,786,13.94230769,,
E05004399,Stonehouse,1372,1430,615,1040,12.5373278,,
E05007282,Stoneleigh,59,568,165,566,14.88346617,,
E05007556,Stoneleigh,182,238,129,253,16.55450031,,
E05006646,Stonesfield and Tackley,451,529,133,516,9.090909091,,
E05001875,Stoney Street,450,665,144,460,22.41466356,,
E05001802,Stoneygate,2534,3761,2390,2221,14.10441056,,
E05006960,Stonnall,67,245,32,183,15.98054095,,
E05002415,Stony Stratford,1512,1863,984,1723,19.17703986,,
E05007073,Stonydelph,1668,1422,558,978,8.649652115,,
E05002209,Stopsley,463,1267,478,971,21.44082534,,
E05004279,Stort Valley,140,177,34,152,11.16285891,,
E05008805,Stotfold and Langford,1349,1689,426,1567,24.58531414,,
E05007304,Stoughton,816,909,520,1017,13.83647799,,
E05003688,Stour,371,373,69,329,13.83647799,,
E05004892,Stour,589,866,543,782,19.26605505,,
E05003718,Stour Valley,761,901,301,751,19.26605505,,
E05004057,Stour Valley North,176,331,58,299,19.26605505,,
E05004058,Stour Valley South,183,306,71,295,14.75409836,,
E05005713,Stow,206,361,95,338,14.75409836,,
E05006961,Stowe,956,1024,569,755,9.064327485,,
E05007153,Stowmarket Central,485,1112,523,777,26.68648245,,
E05007154,Stowmarket North,1109,1355,564,1140,14.62335006,,
