Zone Code,Zone Name,people,households,rent,%rent
00HBPM,Lawrence Hill,10585,42,5449,51.47850732
13UCGJ,Lawton,3102,31,1321,42.58542876
00EYNK,Layton,6960,39,3138,45.0862069
16UFGX,Lazonby,1425,27,595,41.75438596
30UKGG,Lea,5962,50,2261,37.9235156
32UHGP,Lea,2103,32,866,41.17926771
00BHGL,Lea Bridge,12340,52,5029,40.75364668
00AMGM,Leabridge,9857,57,3912,39.6875317
20UDGU,Leadgate,4453,23,1948,43.74578936
00KANC,Leagrave,11194,54,4328,38.66356977
37UJGU,Leake,6236,98,2487,39.88133419
00CHFN,Leam,9925,14,4180,42.11586902
44UDGN,Leam Valley,1820,52,729,40.05494505
32UEGW,Leasingham and Roxholm,2060,36,917,44.51456311
00CBFL,Leasowe,12591,57,5492,43.61845763
43UEGR,Leatherhead North,5848,48,2599,44.44254446
43UEGS,Leatherhead South,3837,66,1693,44.12301277
42UBGZ,Leavenheath,1744,34,736,42.20183486
26UJGJ,Leavesden,4499,30,1765,39.23094021
23UBFZ,Leckhampton,5244,82,2255,43.00152555
00GAPU,Ledbury,9221,134,4213,45.68918772
13UEFZ,Ledsham,5788,59,2262,39.08085695
22UBFY,Lee Chapel North,12102,48,5071,41.90216493
24UFFX,Lee East,3080,36,1343,43.6038961
00AZGP,Lee Green,12057,88,5349,44.36426972
24UFFY,Lee West,3987,42,1830,45.89917231
29UHGX,Leeds,2224,28,896,40.28776978
41UHHD,Leek East,4645,46,2139,46.04951561
41UHHE,Leek North,5412,24,2297,42.44271988
41UHHF,Leek South,5093,60,2234,43.86412723
41UHHG,Leek West,4730,72,1988,42.02959831
44UFGF,Leek Wootton,2439,62,976,40.01640016
36UCGX,Leeming,2918,40,898,30.77450308
37UFGE,Leeming,6430,50,2576,40.0622084
36UCGY,Leeming Bar,1773,45,718,40.4963339
00FYNT,Leen Valley,9191,77,3992,43.43379393
00BPFK,Lees,10132,42,4444,43.86103435
24UFFZ,Leesland,4529,21,2017,44.53521749
13UHHA,Leftwich & Kingsmead,6796,64,2654,39.05238376
32UCHR,Legbourne,1965,38,800,40.71246819
26UKFR,Leggatts,7044,61,2695,38.25951164
00KFMU,Leigh,9015,74,4460,49.47310039
29UKHA,Leigh and Chiddingstone Causeway,2040,50,792,38.82352941
00BWFP,Leigh Central,11518,26,4711,40.90119812
00BWFQ,Leigh East,13975,71,5940,42.50447227
13UDGQ,Leighton,6415,28,2409,37.55261107
42UGHM,Leiston,6240,62,2630,42.1474359
43UEGT,Leith Hill,1733,60,686,39.58453549
15UFFY,Lelant and Carbis Bay,3482,37,1544,44.34233199
00CJFP,Lemington,10061,22,4202,41.76523208
41UDGX,Leomansley,3816,71,1731,45.36163522
00GAPW,Leominster North,5648,42,2472,43.76770538
00GAPX,Leominster South,5466,58,2402,43.94438346
00ADGP,Lesnes Abbey,10947,90,4380,40.01096191
26UFGU,Letchworth East,6910,86,2890,41.82344428
26UFGW,Letchworth Grange,6472,47,2917,45.0710754
26UFGX,Letchworth South East,6754,120,2708,40.09475866
26UFGY,Letchworth South West,7363,186,2824,38.35393182
26UFGZ,Letchworth Wilbury,5433,43,2366,43.54868397
16UGJG,Levens,1654,39,739,44.67956469
00BNFX,Levenshulme,12691,72,5273,41.5491293
26UCHA,Leverstock Green,7010,79,2740,39.08701854
18ULGG,Lew Valley,1548,20,622,40.18087855
21UFGM,Lewes Bridge,4255,32,2036,47.84958872
21UFGN,Lewes Castle,4571,60,1942,42.48523299
21UFGP,Lewes Priory,7162,101,3024,42.22284278
00AZGQ,Lewisham Central,13190,68,6016,45.61031084
00KAND,Lewsey,12654,51,4920,38.88098625
22UGGR,Lexden,5433,102,2261,41.61605006
36UEGQ,Leyburn,2208,29,1037,46.96557971
30UNGM,Leyland Central,3626,20,1534,42.30557088
30UNGN,Leyland St. Ambrose,3337,24,1338,40.09589452
30UNGP,Leyland St. Mary's,3562,69,1449,40.6793936
29UMGN,Leysdown and Warden,3051,14,1268,41.56014422
00BHGM,Leyton,12522,60,4869,38.88356493
00BHGN,Leytonstone,10635,75,4305,40.47954866
47UGGE,Lickhill,7131,57,2858,40.07853036
00BNFY,Lightbowne,10467,34,4663,44.54953664
00BWFR,Lightshaw,15526,119,6396,41.19541414
43UJFZ,Lightwater,6691,135,2721,40.66656703
00KANE,Limbury,7675,80,2954,38.48859935
00BGGD,Limehouse,12484,45,5108,40.91637296
17UHGT,Limestone Peak,2281,12,905,39.67558089
43UKGF,Limpsfield,3680,129,1478,40.16304348
00CAGL,Linacre,13200,14,5896,44.66666667
17UDGF,Linacre,4048,61,1592,39.32806324
32UGHG,Lincrest,2154,51,906,42.06128134
45UGHK,Lindfield,6558,163,2831,43.16864898
24UCHG,Lindford,2268,28,884,38.97707231
36UGGL,Lindhead,2100,27,912,43.42857143
37UFGF,Lindhurst,4171,52,1847,44.28194678
00CZFU,Lindley,16367,202,6946,42.43905419
47UCHY,Lindridge,1986,56,809,40.73514602
00MGNL,Linford North,8633,119,3416,39.56909533
00MGNM,Linford South,8279,114,3278,39.59415388
00EHNT,Lingfield,3538,17,1538,43.47088751
43UKGG,Lingfield and Crowhurst,4021,55,1665,41.40761005
47UCHZ,Link,5986,70,2698,45.07183428
09UEGP,Linslade,4488,80,1933,43.07040998
00ECNP,Linthorpe,8170,122,3105,38.00489596
47UBGH,Linthurst,2348,65,892,37.98977853
12UGHP,Linton,4614,73,1856,40.22540095
17UKGC,Linton,4700,36,1876,39.91489362
00CBFM,Liscard,14301,74,6201,43.36060415
15UBGQ,Liskeard North,4726,28,1976,41.81125688
15UBGR,Liskeard South,3930,45,1812,46.10687023
24UCHH,Liss,4904,117,1947,39.70228385
00CAGM,Litherland,12074,30,4844,40.11926454
41UDGY,Little Aston,2832,72,1076,37.99435028
22UFGP,"Little Baddow, Danbury and Sandon",8091,171,3202,39.57483624
34UGHF,Little Brook,2169,44,926,42.69248502
29UBHP,Little Burton Farm,2125,15,801,37.69411765
11UCHA,Little Chalfont,4497,96,1932,42.96197465
22UNHH,Little Clacton and Weeley,4612,32,2043,44.29748482
17UGGN,Little Eaton and Breadsall,3684,79,1513,41.06948969
26UDHB,Little Hadham,2218,55,862,38.8638413
17UGGP,Little Hallam,4024,26,1670,41.50099404
47UFHP,Little Hampton,5226,31,2073,39.66704937
00EXNJ,Little Harwood,6182,43,2307,37.31802006
30UNGQ,Little Hoole and Much Hoole,3666,36,1489,40.61647572
00CXFS,Little Horton,16431,85,5903,35.92599355
00BRFK,Little Hulton,10216,25,4444,43.50039154
00BBGP,Little Ilford,13329,88,4824,36.19176232
00BLFS,Little Lever,11505,70,4742,41.21686223
11UCHB,Little Missenden,2433,84,897,36.86806412
13UEGA,Little Neston,3390,53,1454,42.89085546
22UJFX,Little Parndon and Hare Street,7494,51,3153,42.07365893
12UEHB,Little Paxton,3006,48,1201,39.95342648
00MANH,Little Sandhurst and Wellington,5706,114,1900,33.29828251
29UCGP,Little Stour,2567,41,1066,41.52707441
29UEGQ,Little Stour and Ashstone,6244,109,2546,40.77514414
00KGNF,Little Thurrock Blackshots,5943,36,2431,40.9052667
00KGNG,Little Thurrock Rectory,5950,48,2484,41.74789916
00BKGK,Little Venice,8100,97,3939,48.62962963
00BQFJ,Littleborough,12275,119,5069,41.29531568
29UDGH,Littlebrook,4288,13,1872,43.65671642
22UQGU,Littlebury,1623,65,620,38.2008626
23UDGW,Littledean and Ruspidge,3601,26,1498,41.59955568
00HNND,Littledown and Iford,9582,158,3795,39.60551033
19UJFQ,Littlemoor,3633,15,1507,41.4808698
30ULGP,Littlemoor,2815,35,1292,45.89698046
38UCGG,Littlemore,5653,31,2457,43.46364762
00FKNH,Littleover,12257,227,4722,38.52492453
12UCGH,Littleport East,4844,19,1952,40.29727498
12UCGJ,Littleport West,2677,18,1062,39.67127381
24UPGU,Littleton and Harestock,3802,71,1380,36.29668595
41UGGX,Littleworth,6547,51,2544,38.85749198
17UFGU,Litton and Longstone,1652,41,694,42.00968523
00BEGM,Livesey,12070,63,5110,42.33637117
00EXNK,Livesey with Pleasington,6804,84,2711,39.84420929
00GAPY,Llangarron,3194,64,1266,39.63681904
39UDFZ,Llanyblodwel and Pant,2317,26,950,41.00129478
34UBFU,Lloyds,6334,26,2749,43.40069466
34UEGF,Loatland,4281,33,1775,41.46227517
00HBPN,Lockleaze,11043,37,4415,39.98007788
24UEFX,Locks Heath,7035,99,2717,38.62117982
00EENH,Lockwood,2101,10,884,42.07520228
19UEGS,Lodbourne,1768,14,814,46.04072398
00MFNP,Loddon,8947,83,3537,39.53280429
33UHHQ,Loddon,2622,21,1144,43.63081617
19UHHN,Loders,1813,42,769,42.41588527
22ULGN,Lodge,3974,41,1539,38.7267237
34UBFW,Lodge Park,5430,36,2360,43.46224678
47UDFW,Lodge Park,5125,27,1976,38.55609756
00EENJ,Loftus,7075,40,2853,40.32508834
41UEGM,Loggerheads and Whitmore,6599,138,2697,40.86982876
26UGGG,London Colney,7742,65,3123,40.33841385
34UCGT,Long Buckby,4224,69,1752,41.47727273
31UGFZ,Long Clawson and Stathern,3929,66,1585,40.3410537
44UEHC,Long Compton,1994,53,906,45.43630893
11UBHJ,Long Crendon,5358,125,2122,39.60432997
43UBGG,Long Ditton,5830,94,2409,41.32075472
17UGGQ,Long Eaton Central,6022,29,2592,43.04217868
44UEHD,Long Itchington,2400,36,936,39
16UFGY,Long Marton,1121,18,481,42.90811775
42UBHA,Long Melford,3675,36,1650,44.89795918
24UGGG,Long Sutton,2910,64,799,27.45704467
32UFGK,Long Sutton,6461,50,2844,44.01795388
00EENK,Longbeck,6014,57,2363,39.29165281
00CKFJ,Longbenton,5819,12,2928,50.31792404
00ABGG,Longbridge,8890,51,3474,39.0776153
00CNFT,Longbridge,30964,96,12849,41.49657667
18UEHC,Longbridge,3994,44,1707,42.73910866
00BTFR,Longdendale,9733,72,4264,43.80971951
41UDGZ,Longdon,1807,42,744,41.17321527
47UCJA,Longdon,2098,45,775,36.9399428
29UDGJ,"Longfield, New Barn and Southfleet",6168,83,2427,39.34824903
00BUFL,Longford,9499,66,4107,43.23613012
00CQFH,Longford,17601,84,7453,42.34418499
35UBGE,Longframlington,1179,17,523,44.3596268
19UDGN,Longham,1996,25,789,39.52905812
00FANJ,Longhill,11385,39,5023,44.11945542
30UMGA,Longholme,5561,67,2213,39.7950009
35UEGD,Longhorsley,1495,29,593,39.66555184
35UBGF,Longhoughton with Craster and Rennington,2089,35,813,38.91814265
00ADGQ,Longlands,9611,90,4319,44.93809177
23UEFZ,Longlevens,9063,106,3771,41.60873883
26UHFT,Longmeadow,5961,50,2362,39.62422412
00BNFZ,Longsight,16007,104,5806,36.27163116
12UGHQ,Longstanton,1700,20,772,45.41176471
00BAGG,Longthornton,9629,58,3715,38.58136878
30UNGR,Longton and Hutton West,5549,76,2271,40.92629303
00GLNJ,Longton North,13758,28,5620,40.8489606
00GLNK,Longton South,13366,46,5563,41.6205297
16UDGP,Longtown & Rockcliffe,3973,34,1631,41.05210169
00BXFH,Longview,5899,6,2454,41.60027123
00HDPK,Longwell Green,7250,69,3004,41.43448276
38UEHE,Longworth,2243,53,896,39.94650022
15UBGS,Looe and St Martin,5601,44,2574,45.95607927
29UHGY,Loose,2207,37,911,41.27775261
00AMGN,Lordship,11299,135,4563,40.38410479
00LCNT,Lordswood and Capstone,9495,66,3627,38.19905213
30UEGS,Lostock,5382,79,1672,31.06651802
13UHHB,Lostock & Wincham,4222,68,1656,39.22311701
30UNGS,Lostock Hall,3948,19,1675,42.42654509
15UGGC,Lostwithiel,4602,45,1948,42.32942199
33UDGH,Lothingland,5596,65,2201,39.33166548
42UHGK,Lothingland,2540,26,869,34.21259843
31UCGN,Loughborough Ashby,6904,11,1282,18.56894554
31UCGP,Loughborough Dishley and Hathern,5720,78,2313,40.43706294
31UCGQ,Loughborough Garendon,6071,84,2525,41.59117114
31UCGR,Loughborough Hastings,5472,45,2518,46.01608187
31UCGS,Loughborough Lemyngton,5332,27,2295,43.0420105
31UCGT,Loughborough Nanpantan,5402,105,1572,29.10033321
31UCGU,Loughborough Outwoods,5556,89,2221,39.97480202
31UCGW,Loughborough Shelthorpe,6320,38,2387,37.76898734
31UCGX,Loughborough Southfields,5277,48,2144,40.62914535
31UCGY,Loughborough Storer,5572,29,2068,37.11414214
22UHGW,Loughton Alderton,4456,20,1976,44.34470377
22UHGX,Loughton Broadway,4231,10,2029,47.95556606
22UHGY,Loughton Fairmead,4453,13,1938,43.52122165
22UHGZ,Loughton Forest,4214,71,1720,40.81632653
00MGNN,Loughton Park,12498,125,4645,37.16594655
22UHHA,Loughton Roding,4540,19,1856,40.88105727
22UHHB,Loughton St John's,4284,49,1781,41.57329599
22UHHC,Loughton St Mary's,4162,73,1561,37.50600673
17UDGG,Loundsley Green,3914,21,1985,50.71538068
32UGHH,Loveden,2200,26,855,38.86363636
43UDGH,Lovelace,2629,43,1041,39.59680487
47UFHQ,Lovett and North Claines,4994,87,2072,41.48978775
00CHFP,Low Fell,9496,77,4192,44.14490312
16UGJH,Low Furness & Swarthmoor,4023,75,1638,40.71588367
36UDHA,Low Harrogate,5302,61,2812,53.03658997
00CWFK,Low Hill,12828,54,4685,36.52167134
20UGGG,Low Spennymoor and Tudhoe Grange,5446,50,2410,44.2526625
37UGGZ,Lowdham,4954,100,1816,36.65724667
42UBHB,Lower Brett,2069,65,847,40.93765104
18UDGT,Lower Culm,4979,43,2084,41.85579434
00AKGY,Lower Edmonton,12686,73,4989,39.32681696
30UHGX,Lower Lune Valley,4374,78,1849,42.27251943
00BAGH,Lower Morden,8561,60,3346,39.08421913
22UHHD,Lower Nazeing,4173,45,1612,38.62928349
34UDGD,Lower Nene,1932,57,787,40.73498965
36UDHB,Lower Nidderdale,3081,69,1261,40.92827004
22UHHE,Lower Sheering,1955,9,980,50.12787724
00CQFJ,Lower Stoke,15778,110,6355,40.27760172
36UEGR,Lower Wensleydale,1339,22,516,38.53622106
46UDHH,Lower Wylye and Woodford Valley,2007,71,811,40.40857
30UNGT,Lowerhouse,4050,21,1673,41.30864198
17UDGH,Lowgates and Woodthorpe,4324,15,1803,41.69750231
35UCGC,Lowick,989,11,431,43.5793731
18UDGU,Lowman,5229,32,2025,38.72633391
00BCGL,Loxford,13585,91,4741,34.89878543
31UDGP,Lubenham,2419,24,857,35.42786275
00CYFG,Luddendenfoot,10899,109,4718,43.28837508
32UCHS,Ludford,2068,35,896,43.32688588
46UBGX,Ludgershall,2946,28,1235,41.92124915
15UFFZ,Ludgvan and Towednack,3554,49,1541,43.35959482
39UFGX,Ludlow Henley,2505,12,1096,43.75249501
39UFHA,Ludlow Sheet with Ludford,2824,22,1188,42.06798867
39UFGY,Ludlow St Laurence's,2167,45,1186,54.73004153
39UFGZ,Ludlow St Peter's,2447,25,1062,43.40008173
11UBHK,Luffield Abbey,3138,76,1027,32.72785214
34UFGK,Lumbertubs,8907,67,3545,39.80015718
20UBGD,Lumley,4573,47,1876,41.02339821
00LCNU,Luton and Wayfield,13640,61,5800,42.52199413
37UJGW,Lutterell,3697,58,1709,46.22667027
31UDGQ,Lutterworth Brookfield,2203,43,854,38.76532002
31UDGR,Lutterworth Orchard,2152,15,909,42.23977695
31UDGS,Lutterworth Springs,2085,28,966,46.33093525
31UDGT,Lutterworth Swift,1853,23,730,39.39557474
23UDGX,Lydbrook and Ruardean,4876,37,2000,41.01722724
29ULGS,Lydd,5782,25,2382,41.19681771
29UEGR,Lydden and Temple Ewell,2380,34,926,38.90756303
19UEGT,Lydden Vale,1655,47,688,41.57099698
00FPMZ,Lyddington,1318,48,537,40.74355083
18ULGH,Lydford,2013,22,583,28.96174863
23UDGY,Lydney East,5245,26,2085,39.7521449
23UDGZ,Lydney North,1866,18,754,40.40728832
00CRFP,Lye and Wollescote,12402,40,4960,39.99354943
38UCGH,Lye Valley,6157,57,2374,38.55773916
19UHHP,Lyme Regis,3513,32,1660,47.25306006
24UJHH,Lymington Town,5293,75,2713,51.25637635
00EUNP,Lymm,10552,198,4426,41.94465504
29ULGT,Lympne and Stanford,1944,27,742,38.16872428
00HAPH,Lyncombe,5232,110,2073,39.62155963
24UJHJ,Lyndhurst,2973,42,1364,45.87958291
00CTFH,Lyndon,10004,46,4146,41.44342263
16UDGQ,Lyne,1937,20,765,39.49406298
46UCJC,Lyneham,5822,80,1924,33.04706286
35UEGE,Lynemouth,1832,8,809,44.15938865
20UHGK,Lynesack,1416,7,611,43.14971751
15UBGT,Lynher,1945,22,802,41.23393316
18UEHD,Lynton and Lynmouth,1738,19,725,41.7146145
19UGFS,Lytchett Matravers,3634,58,1475,40.58888277
19UGFT,Lytchett Minster and Upton East,3989,33,1648,41.31361243
19UGFU,Lytchett Minster and Upton West,3584,46,1518,42.35491071
16UGJJ,Lyth Valley,2011,39,852,42.3669816
34UDGE,Lyveden,1826,30,778,42.6067908
15UDGK,Mabe and Budock,3946,47,1733,43.91789154
32UCHT,Mablethorpe Central,2023,15,840,41.52249135
32UCHU,Mablethorpe East,1894,5,860,45.40654699
32UCHW,Mablethorpe North,2002,6,895,44.70529471
13UGHH,Macclesfield Bollinbrook,5556,91,2300,41.39668826
13UGHJ,Macclesfield Broken Cross,5685,78,2214,38.94459103
13UGHK,Macclesfield Central,5340,31,2683,50.24344569
13UGHL,Macclesfield East,5173,65,2425,46.87802049
13UGHM,Macclesfield Hurdsfield,4022,16,1946,48.38388861
13UGHN,Macclesfield Ivy,5234,107,2011,38.42185709
13UGHP,Macclesfield Ryles,2671,33,1107,41.44515163
13UGHQ,Macclesfield South,5558,24,2446,44.0086362
13UGHR,Macclesfield Tytherington,5787,129,2236,38.63832729
13UGHS,Macclesfield West,5093,30,2195,43.09837031
00FKNJ,Mackworth,13043,49,5658,43.37959058
00GFPG,Madeley,5279,52,2411,45.6715287
41UEGN,Madeley,4386,50,1866,42.54445964
15UFGA,Madron and Zennor,1750,33,687,39.25714286
33UDGJ,Magdalen,7287,31,3063,42.03375875
37UGHA,Magnus,4670,24,2009,43.01927195
00BKGL,Maida Vale,9647,71,4579,47.46553333
00MFNQ,Maiden Erlegh,9623,145,3263,33.90834459
19UHHQ,Maiden Newton,1844,43,800,43.38394794
45UEFX,Maidenbower,8070,27,3355,41.57372986
00MENR,Maidenhead Riverside,6987,108,2962,42.3930156
22UKGD,Maldon East,2155,8,920,42.69141531
22UKGE,Maldon North,3812,36,1885,49.44910808
22UKGF,Maldon South,4056,32,1547,38.14102564
22UKGG,Maldon West,4011,50,1584,39.49139865
00GFPH,Malinslee,5977,17,2409,40.30450059
46UCJD,Malmesbury,4804,45,2002,41.67360533
13UBGZ,Malpas,3887,86,1592,40.95703627
00CFFP,Maltby,17247,119,6950,40.29686322
36UFGP,Malton,5023,72,2270,45.19211627
33UGFY,Mancroft,8339,35,4981,59.73138266
00EFMN,Mandale,6449,29,2592,40.19227787
11UBHL,Mandeville and Elm Farm,8313,88,3242,38.99915795
12UDGP,Manea,1579,5,659,41.73527549
41UHHH,Manifold,1834,19,731,39.85823337
22UNHJ,"Manningtree, Mistley, Little Bentley and Tendring",4365,62,1912,43.80297824
00ASGS,Manor,10902,88,4414,40.48798386
00BSFQ,Manor,12341,44,5310,43.02730735
00CAGN,Manor,11866,152,4676,39.40670824
00CGFS,Manor,11907,21,5319,44.67120181
26UHFU,Manor,6396,53,2579,40.3220763
41UGGY,Manor,6022,43,2660,44.17137164
42UCGA,Manor,1712,18,705,41.17990654
44UFGG,Manor,8162,155,3603,44.14359226
45UBFW,Manor,4296,34,1685,39.22253259
00BBGQ,Manor Park,12103,77,4301,35.53664381
24ULFY,Manor Park,6285,52,2430,38.66348449
46UFGM,Manor Vale,4723,110,1933,40.92737667
09UEGQ,Manshead,5103,38,2129,41.72055654
37UJGX,Manvers,3917,77,1649,42.0985448
00AEGU,Mapesbury,13242,95,5748,43.40734028
26UJGK,Maple Cross & Mill End,5378,38,2209,41.07474898
00MCMY,Mapledurham,3046,84,1210,39.7242285
00FYNU,Mapperley,14105,112,6825,48.38709677
37UEGN,Mapperley Plains,6885,98,2899,42.1060276
13UHHC,Mara,1679,41,718,42.76354973
15UFGB,Marazion and Perranuthnoe,1825,19,898,49.20547945
12UDGQ,March East,6616,41,2976,44.98186215
12UDGR,March North,6377,38,2465,38.65453975
12UDGS,March West,6049,43,2596,42.91618449
38UEHF,Marcham and Shippon,3858,70,1120,29.0305858
24UJHK,Marchwood,5586,65,2053,36.75259578
22UFGQ,Marconi,6306,38,2468,39.13732953
29UHGZ,Marden and Yalding,7494,128,3031,40.44568989
32UCHX,Mareham le Fen,2077,36,879,42.32065479
00FANK,Marfleet,13211,15,5355,40.53440315
29UNGS,Margate Central,4770,9,2316,48.55345912
15UEGR,Marhamchurch,2122,40,877,41.32893497
45UBFX,Marine,3552,38,1699,47.83220721
45UCGW,Marine,4951,36,2573,51.96929913
45UHFW,Marine,7688,95,3668,47.710718
22UJFY,Mark Hall,6977,37,2972,42.59710477
12UBFY,Market,7512,48,1830,24.36102236
42UCGB,Market,3653,23,1649,45.14098002
32UGHJ,Market and West Deeping,6477,105,2541,39.23112552
39UCGM,Market Drayton East,2914,45,1332,45.71036376
39UCGN,Market Drayton North,4504,48,1932,42.89520426
39UCGP,Market Drayton South,2989,28,1252,41.8869187
31UDGU,Market Harborough - Great Bowden and Arden,6519,80,2797,42.90535358
31UDGW,Market Harborough - Little Bowden,3862,31,1581,40.93733817
31UDGX,Market Harborough - Logan,4060,57,1691,41.65024631
31UDGY,Market Harborough - Welland,5686,36,2395,42.12099894
32UHGQ,Market Rasen,4675,74,2016,43.12299465
31UEGH,"Markfield, Stanton and Fieldhead",5661,64,2447,43.22557852
00BHGP,Markhouse,10866,56,4390,40.40125161
22UGGS,Marks Tey,2566,27,1033,40.25720966
00AQGK,Marlborough,9207,100,3641,39.54599761
46UBGY,Marlborough East,3640,58,1567,43.04945055
46UBGZ,Marlborough West,4369,101,1490,34.10391394
47UBGJ,Marlbrook,4217,56,1737,41.19041973
18UGHE,Marldon,2023,31,876,43.30202669
11UFHC,Marlow North and West,8607,162,3640,42.29115836
11UFHD,Marlow South East,5397,90,2331,43.19066148
19UEGU,Marnhull,1951,44,886,45.41260892
30UJGJ,Marsden,3575,35,1423,39.8041958
16UBHE,Marsh,1692,32,689,40.72104019
11UBHM,Marsh Gibbon,2416,52,946,39.15562914
00EFMP,Marsh House,7838,63,3147,40.15054861
00EXNL,Marsh House,6023,40,2450,40.67740329
00BZFG,Marshalls Cross,8099,33,3361,41.49895049
26UGGH,Marshalswick North,6325,121,2600,41.10671937
26UGGJ,Marshalswick South,6488,171,2512,38.71763255
21UGGN,Marsham,3697,42,1703,46.06437652
32UCHY,Marshchapel,2229,26,897,40.2422611
33UCHE,Marshes,2711,31,1140,42.05090373
29UCGQ,Marshside,2685,23,1035,38.54748603
19UHHR,Marshwood Vale,1707,33,746,43.70240187
09UCGY,Marston,4829,37,1904,39.4284531
38UCGJ,Marston,6114,64,2560,41.87111547
36UDHC,Marston Moor,2946,57,1126,38.22131704
32UEGX,Martin,2034,20,836,41.10127827
26UHFW,Martins Wood,6283,54,2544,40.49021168
00FPNA,Martinsthorpe,1146,38,485,42.32111693
42UGHN,Martlesham,4926,70,2044,41.49411287
47UCJB,Martley,1604,27,655,40.83541147
40UDKM,Martock,5454,84,2311,42.37257059
00ECNR,Marton,4866,60,1919,39.43690917
00EYNL,Marton,6636,35,2945,44.37914406
00ECNS,Marton West,5210,79,2118,40.65259117
18UEHE,Marwood,1756,45,691,39.35079727
18ULGJ,Mary Tavy,1593,34,648,40.6779661
00BKGM,Marylebone High Street,8860,115,4793,54.09706546
39UDGA,Maserfield,2600,45,1185,45.57692308
45UBFY,Mash Barn,4454,22,1785,40.07633588
36UDHD,Mashamshire,2384,40,1021,42.82718121
17UFGW,Masson,3100,62,1352,43.61290323
47UDFX,Matchborough,6025,43,2316,38.43983402
17UFGX,Matlock All Saints,5271,118,2274,43.14171884
17UFGY,Matlock St Giles,5417,82,2268,41.86819273
23UEGA,Matson and Robinswood,10242,44,4412,43.07752392
09UCGZ,Maulden and Clophill,4602,60,1839,39.96088657
13UDGR,Maw Green,5756,13,2301,39.97567755
00ARGN,Mawneys,12556,62,5178,41.23924817
29UEGS,"Maxton, Elms Vale and Priory",7020,39,2931,41.75213675
41UEGP,May Bank,6445,59,2814,43.6617533
43UMGC,Maybury and Sheerwater,8974,87,3334,37.15177179
00ABGH,Mayesbrook,9316,15,3851,41.3374839
00BCGM,Mayfield,11226,135,4089,36.42437199
21UHHM,Mayfield,2677,61,1080,40.34366829
24ULFZ,Mayfield,6736,23,2418,35.89667458
36UGGM,Mayfield,4565,69,1930,42.27820372
43UMGD,Mayford and Sutton Green,2369,63,928,39.17264669
22UKGH,Mayland,3795,40,1508,39.73649539
21UDGB,Maze Hill,5069,41,2172,42.8486881
00EXNM,Meadowhead,5887,46,2411,40.95464583
21UCFP,Meads,9785,72,5061,51.72202351
43UFGC,Meadvale and St John's,7466,157,3057,40.94562014
41UDHA,Mease and Tame,3383,61,1317,38.92994384
31UHGM,Measham,4849,28,1970,40.62693339
37UFGG,Meden,6273,26,2510,40.01275307
30UFGM,Medlar-with-Wesham,3245,36,1294,39.87673344
29UPJD,Medway,4074,57,1655,40.62346588
12UDGT,Medworth,2116,21,1077,50.8979206
00GLNL,Meir Park and Sandon,13331,99,5347,40.10951917
12UGHR,Melbourn,5228,90,2052,39.25019128
17UKGD,Melbourne,4599,68,2019,43.90084801
19UJFR,Melcombe Regis,5510,39,2720,49.36479129
12UGHS,Meldreth,2460,28,928,37.72357724
46UFGN,Melksham North,5718,36,2368,41.4130815
46UFGP,Melksham Spa,5780,57,2439,42.19723183
46UFGQ,Melksham Without,4910,58,1947,39.65376782
46UFGR,Melksham Woodrow,2706,14,1090,40.28085735
30ULGQ,Mellor,2505,53,1084,43.27345309
40UBHD,Mells,2222,51,922,41.49414941
00BYFX,Melrose,12500,20,5634,45.072
36UEGS,Melsonby,1323,24,557,42.10128496
